t,reward,dopamine,serotonin,rolling_acc,W_mean,choice,truth,pA,pB,score_A,score_B
1030,1.0,0.6254614816750828,0.4672180235459986,0.67,0.2203371167542513,B,B,0.12907946258315503,0.870920537416845,0.6954387312415553,2.6045612687584447
1031,1.0,0.6441884075913287,0.4725458433105386,0.68,0.22023734038974446,B,B,0.12922688237138144,0.8707731176286185,0.6960940898009386,2.6039059101990616
1032,1.0,0.6619789872117623,0.4778203848774332,0.69,0.22013190043760472,B,B,0.20802057874889315,0.7919794212511068,0.9815508014460758,2.3184491985539246
1033,-0.5,0.6038800378511742,0.4680421810286589,0.69,0.22003328698843116,A,B,0.1295157062995291,0.8704842937004709,0.6973762208772187,2.6026237791227813
1034,1.0,0.6236860359586155,0.4733617592183723,0.69,0.21992911454946307,B,B,0.1292494103877784,0.8707505896122216,0.6961941826020518,2.6038058173979484
1035,1.0,0.6425017341606848,0.4786281416261886,0.7,0.2198196546614696,B,B,0.12939450852443823,0.8706054914755618,0.6968385031949481,2.6031614968050523
1036,1.0,0.6603766474526506,0.4838418602099267,0.7,0.21971386238661209,B,B,0.1295376224301045,0.8704623775698954,0.6974734103509949,2.6025265896490053
1037,1.0,0.677357815080018,0.48900344160782744,0.71,0.21960275542379332,B,B,0.129678777559345,0.870321222440655,0.6980990430450008,2.6019009569549993
1038,-0.5,0.618489924326017,0.47911340719174916,0.7,0.2194990898835122,A,B,0.3779309760044236,0.6220690239955764,1.4008302590731854,1.8991697409268145
1039,-0.5,0.5625654281097161,0.46932227311983166,0.69,0.21940308511823634,B,A,0.12875739277684628,0.8712426072231538,0.694004740367927,2.6059952596320732
1040,-0.5,0.5094371567042303,0.45962905038863333,0.68,0.2193171582197392,B,A,0.12849237649096798,0.8715076235090321,0.6928224815814856,2.6071775184185144
1041,-0.5,0.4589652988690187,0.450032759884747,0.67,0.21924297564821324,B,A,0.12822822757935345,0.8717717724206466,0.6916420216996829,2.608357978300317
1042,-0.5,0.4110170339255677,0.4405324322858995,0.66,0.21917312018188256,B,A,0.12796500518311127,0.8720349948168888,0.6904636373792145,2.6095363626207853
1043,-0.5,0.3654661822292893,0.4311271079630405,0.65,0.21911354061933327,B,A,0.12770276660253452,0.8722972333974656,0.6892875989235807,2.6107124010764196
1044,-0.5,0.3221928731178248,0.42181583688341007,0.64,0.21906317087161511,B,A,0.18353060764953244,0.8164693923504674,0.9036960137310657,2.3963039862689346
1045,1.0,0.35608322946193355,0.427597678514576,0.64,0.21900621916217514,A,A,0.37213342651239667,0.6278665734876033,1.3884623910450837,1.9115376089549163
1046,-0.5,0.3132790679888368,0.41832170172943023,0.63,0.21895503080776527,B,A,0.20493744952197926,0.7950625504780208,0.9721420084448462,2.3278579915551534
1047,-0.5,0.2726151145893949,0.40913848471213593,0.62,0.21891095132907828,B,A,0.12708347032212627,0.8729165296778738,0.6865020895637369,2.613497910436263
1048,-0.5,0.23398435885992516,0.4000470998650146,0.61,0.21887292471823486,B,A,0.12682495403087096,0.873175045969129,0.6853358872024722,2.6146641127975276
1049,1.0,0.2722851409169289,0.40604662886636445,0.62,0.21882913658687417,B,B,0.6225216142861584,0.3774783857138416,1.900132519409107,1.3998674805908928
1050,-0.5,0.23367088387108245,0.3969861625777008,0.61,0.21879252263569204,A,B,0.8744222372915095,0.12557776270849047,2.620319089082622,0.6796809109173781
1051,1.0,0.2719873396775283,0.4030163009519238,0.62,0.21875030648639063,B,B,0.6223367542481518,0.37766324575184823,1.8997392187418678,1.400260781258132
1052,-0.5,0.23338797269365189,0.39398613794240456,0.61,0.21871329941821124,A,B,0.8743370925077105,0.12566290749228948,2.619931503093294,0.6800684969067062
1053,-0.5,0.19671857405896928,0.3850462765629805,0.6,0.21868149457729313,A,B,0.8740819030913097,0.1259180969086903,2.618771205418014,0.6812287945819859
1054,-0.5,0.16188264535602082,0.3761958137973507,0.59,0.2186544705949788,A,B,0.8738271169988777,0.12617288300112223,2.617614747820724,0.6823852521792758
1055,1.0,0.20378851308821977,0.38243385565937715,0.59,0.21862085021267852,B,B,0.8735727874135379,0.1264272125864621,2.616462353287794,0.6835376467122062
1056,-0.5,0.16859908743380878,0.3736095171027834,0.58,0.21859337312925473,A,B,0.8737522614657227,0.1262477385342773,2.6172753631895715,0.6827246368104284
1057,-0.5,0.13516913306211834,0.36487342193175554,0.57,0.21857221647683117,A,B,0.8734980761008145,0.12650192389918552,2.6161242051564386,0.6838757948435613
1058,-0.5,0.10341067640901241,0.356224687712438,0.56,0.21855595785711865,A,B,0.8732444142909525,0.1267555857090476,2.614977388497675,0.685022611502325
1059,1.0,0.14824014258856177,0.3626624408353136,0.56,0.21853321856503471,B,B,0.3747056496239627,0.6252943503760373,1.3939591419705653,1.906040858029435
1060,1.0,0.19082813545913369,0.3690358164269605,0.56,0.21850381426126628,B,B,0.12814623142887493,0.8718537685711252,0.6912751658120415,2.6087248341879583
1061,1.0,0.231286728686177,0.3753454582626909,0.57,0.2184690285686551,B,B,0.12833374556409358,0.8716662544359065,0.6921138214469671,2.607886178553033
1062,1.0,0.26972239225186817,0.38159200368006396,0.58,0.21842880049718014,B,B,0.20703859526528384,0.7929614047347161,0.9785653379678674,2.3214346620321327
1063,1.0,0.3062362726392747,0.3877760836432633,0.59,0.2183814575622689,B,B,0.12870137127728531,0.8712986287227147,0.6937549969867836,2.6062450030132167
1064,1.0,0.34092445900731094,0.3938983228068307,0.6,0.21832926295952376,B,B,0.12888153284522771,0.8711184671547723,0.6945578259862397,2.6054421740137603
1065,1.0,0.37387823605694537,0.3999593395787624,0.6,0.2182734302529654,B,B,0.12905929396837096,0.8709407060316291,0.6953490215635953,2.6046509784364047
1066,-0.5,0.33018432425409805,0.39095974618297474,0.6,0.21822313322347647,A,B,0.37738258109838746,0.6226174189016126,1.3996636207820268,1.9003363792179733
1067,-0.5,0.2886751080413931,0.382050148721145,0.6,0.218179598765752,A,B,0.7389278464133027,0.26107215358669733,2.1702017298759464,1.1297982701240536
1068,1.0,0.32424135263932347,0.38822964723393355,0.61,0.2181311822783654,B,B,0.12871473908418804,0.8712852609158118,0.6938145989741744,2.606185401025826
1069,1.0,0.35802928500735726,0.3943473507615942,0.61,0.2180774824020924,B,B,0.12809895846814484,0.8719010415318552,0.6910635726333743,2.6089364273666256
1070,1.0,0.3901278207569894,0.4004038772539783,0.62,0.21802035553664237,B,B,0.12827560867059773,0.8717243913294022,0.6918539164503439,2.608146083549656
1071,1.0,0.42062142971913985,0.4063998384814385,0.62,0.2179610359608113,B,B,0.12844989882872593,0.8715501011712742,0.6926327920905726,2.6073672079094274
1072,1.0,0.44959035823318283,0.4123358400966241,0.62,0.21789234930040596,B,B,0.2070771410474013,0.7929228589525986,0.9786827232465138,2.321317276753486
1073,1.0,0.4771108403215237,0.4182124816956579,0.63,0.2178212522532596,B,B,0.12879150161753908,0.8712084983824608,0.694156751945566,2.605843248054434
1074,1.0,0.5032552983054475,0.42403035687870133,0.63,0.2177480350275446,B,B,0.20757075079942094,0.7924292492005791,0.9801845114765322,2.3198154885234676
1075,1.0,0.528092533390175,0.4297900533099143,0.63,0.21767412394449454,B,B,0.12912397334963804,0.870876026650362,0.6956366721803586,2.6043633278196414
1076,-0.5,0.4766879067206662,0.4204921527768152,0.62,0.21760576341659923,A,B,0.12928685003940016,0.8707131499605998,0.6963604954875171,2.6036395045124827
1077,1.0,0.5028535113846329,0.42628723124904705,0.62,0.2175342631638736,B,B,0.37666140844359564,0.6233385915564044,1.3981284031298244,1.9018715968701756
1078,1.0,0.5277108358154012,0.4320243589365566,0.62,0.21745978499178176,B,B,0.25307462574531847,0.7469253742546815,1.1088595645541581,2.191140435445842
1079,1.0,0.5513252940246312,0.43770411534719106,0.62,0.2173812090973459,B,B,0.1285762722966567,0.8714237277033432,0.6931969721301922,2.606803027869808
1080,1.0,0.5737590293233996,0.44332707419371914,0.62,0.21730011653332618,B,B,0.12873527566194612,0.8712647243380538,0.6939061535183173,2.6060938464816825
1081,1.0,0.5950710778572297,0.4488938034517819,0.63,0.21721006302322574,B,B,0.1288921220564691,0.8711078779435308,0.69460498345676,2.60539501654324
1082,1.0,0.6153175239643682,0.4544048654172641,0.64,0.21712201010769405,B,B,0.12904683744570275,0.8709531625542972,0.6952936091832298,2.6047063908167702
1083,-0.5,0.5595516477661497,0.44486081676309147,0.63,0.21704017044535837,A,B,0.12919944777168454,0.8708005522283155,0.6959721768020777,2.6040278231979226
1084,1.0,0.5815740653778423,0.45041220859546055,0.64,0.21695836956893955,B,B,0.18565747351192358,0.8143425264880765,0.9107611820149917,2.3892388179850084
1085,1.0,0.6024953621089502,0.4559080865095059,0.64,0.21687294153060932,B,B,0.12908894024489068,0.8709110597551093,0.695480883606709,2.6045191163932913
1086,-0.5,0.5473705940035026,0.4463490056444109,0.63,0.21679460694149139,A,B,0.20787436070227555,0.7921256392977244,0.9811069237016713,2.3188930762983286
1087,1.0,0.5700020643033276,0.4518855155879668,0.63,0.21671373914396144,B,B,0.12897618008906303,0.8710238199109369,0.6949792062934923,2.6050207937065073
1088,1.0,0.5915019610881612,0.4573666604320871,0.64,0.2166265188235206,B,B,0.12912975214026265,0.8708702478597372,0.6956623664022166,2.6043376335977833
1089,-0.5,0.5369268630337531,0.4477929938277662,0.64,0.2165505080167836,A,B,0.5222784156481931,0.47772158435180695,1.694586352862366,1.6054136471376341
1090,1.0,0.5600805198820655,0.45331506388948856,0.65,0.21646805048045234,B,B,0.12826777338855022,0.8717322266114499,0.6918188805994818,2.608181119400518
1091,-0.5,0.5070764938879622,0.4437819132505937,0.65,0.21639976545432768,A,B,0.16433609212312775,0.8356639078768723,0.8368435824102732,2.463156417589727
1092,1.0,0.531722669193564,0.44934409411808773,0.66,0.21632605795181709,B,B,0.12815682203526504,0.8718431779647349,0.6913225601036155,2.6086774398963843
1093,1.0,0.5551365357338859,0.45485065317690687,0.66,0.21625434752540984,B,B,0.15860718126143145,0.8413928187385685,0.8156859755137343,2.484314024486266
1094,-0.5,0.5023797089471915,0.4453021466451378,0.66,0.21618546817329734,A,B,0.20662872028275248,0.7933712797172475,0.9773161262737089,2.3226838737262914
1095,-0.5,0.45226072349983193,0.4358491251786864,0.66,0.21612016414467905,A,B,0.12819890771351702,0.8718010922864831,0.6915108657809566,2.6084891342190435
1096,1.0,0.4796476873248403,0.4414906339268995,0.66,0.21605484696120023,B,B,0.12793654208321614,0.8720634579167837,0.6903360909555714,2.6096639090444285
1097,1.0,0.5056653029585982,0.44707572758763053,0.67,0.21598605185665962,B,B,0.2060883225475758,0.7939116774524243,0.9756663047695429,2.3243336952304574
1098,1.0,0.5303820378106683,0.45260497031175423,0.68,0.2159113731258176,B,B,0.37450218564487847,0.6254978143551215,1.3935249017218496,1.9064750982781504
1099,1.0,0.5538629359201349,0.4580789206086367,0.69,0.21582644005238097,B,B,0.12767727926569283,0.8723227207343073,0.6891731882191672,2.6108268117808326
1100,1.0,0.5761697891241282,0.46349813140255036,0.69,0.2157343109798559,B,B,0.12782701808076233,0.8721729819192378,0.6898450753431151,2.610154924656885
1101,1.0,0.5973612996679218,0.46886315008852486,0.69,0.21563975974434962,B,B,0.12797471575005367,0.8720252842499463,0.6905071460082834,2.609492853991717
1102,1.0,0.6174932346845258,0.4741745185876396,0.69,0.21554613339261156,B,B,0.12812039779233667,0.8718796022076634,0.6911595430322144,2.608840456967785
1103,-0.5,0.5616185729502995,0.4644327734017632,0.68,0.21545750919527754,A,B,0.12826408964293248,0.8717359103570675,0.6918024079181126,2.608197592081887
1104,1.0,0.5835376443027845,0.4697884456677456,0.68,0.21536635132115073,B,B,0.12800013378438813,0.8719998662156118,0.6906210193115494,2.6093789806884504
1105,-0.5,0.5293607620876453,0.4600905612110681,0.67,0.21528322093283062,A,B,0.37403080273758815,0.6259691972624118,1.3925184950228406,1.9074815049771594
1106,1.0,0.5528927239832631,0.46548965559895744,0.67,0.21520118130995008,B,B,0.20567639034655888,0.7943236096534412,0.9744065329528199,2.32559346704718
1107,1.0,0.5752480877841,0.4708347590429679,0.67,0.21510821086569895,B,B,0.2506493239180237,0.7493506760819763,1.1024238900379133,2.1975761099620863
1108,-0.5,0.5214856833948949,0.4611264114525382,0.66,0.21502359993332065,A,B,0.12817379921045596,0.871826200789544,0.6913985281215698,2.6086014718784303
1109,-0.5,0.4704113992251501,0.4515151473380128,0.65,0.21494808130876422,A,B,0.12721048816067823,0.8727895118393217,0.6870743419181562,2.612925658081844
1110,1.0,0.49689082926389255,0.4569999958646327,0.65,0.2148714858653764,B,B,0.12694897537767397,0.8730510246223261,0.6858956177341639,2.614104382265836
1111,1.0,0.522046287800698,0.4624299959059864,0.66,0.21479296300847814,B,B,0.20442929916208416,0.7955707008379159,0.9705812352669614,2.3294187647330387
1112,-0.5,0.470943973410663,0.4528056959469265,0.65,0.2147228014346153,A,B,0.12724582691744132,0.8727541730825586,0.687233466512319,2.6127665334876813
1113,1.0,0.49739677474012983,0.4582776389874572,0.65,0.2146494026083991,B,B,0.12698418772581888,0.873015812274181,0.686054452182462,2.613945547817538
1114,1.0,0.5225269360031234,0.46369486259758264,0.65,0.2145728701830152,B,B,0.12713315208974513,0.8728668479102548,0.6867259785558678,2.6132740214441323
1115,1.0,0.5464005892029672,0.4690579139716068,0.65,0.21448976904582148,B,B,0.12728008605017777,0.8727199139498223,0.6873876937048485,2.6126123062951514
1116,1.0,0.5690805597428189,0.47436733483189075,0.65,0.21440271631014904,B,B,0.20490796016971957,0.7950920398302804,0.9720515111063315,2.327948488893669
1117,1.0,0.590626531755678,0.47962366148357183,0.65,0.21431323460889593,B,B,0.1275679642195636,0.8724320357804365,0.6886822600949684,2.611317739905032
1118,1.0,0.6110952051678942,0.4848274248687361,0.65,0.2142201227499974,B,B,0.12770895893558265,0.8722910410644172,0.6893153928895709,2.6106846071104295
1119,-0.5,0.5555404449094994,0.4749791506200487,0.64,0.21413882812575602,A,B,0.2489080688965163,0.7510919311034837,1.0977777856063538,2.2022222143936463
1120,1.0,0.5777634226640245,0.48022935911384823,0.64,0.21405759399582255,B,B,0.12690650554299435,0.8730934944570057,0.6857039964086634,2.6142960035913365
1121,1.0,0.5988752515308232,0.48542706552270976,0.64,0.21397401576014574,B,B,0.37123151820753203,0.6287684817924679,1.386531395394429,1.913468604605571
1122,1.0,0.6189314889542821,0.4905727948674827,0.65,0.2138851909172723,B,B,0.12718484964182467,0.8728151503581755,0.686958872257876,2.613041127742124
1123,1.0,0.637984914506568,0.49566706691880785,0.65,0.21379131127856205,B,B,0.12732117021950198,0.8726788297804979,0.6875725989829078,2.6124274010170923
1124,1.0,0.6560856687812396,0.5007103962496198,0.66,0.21369683035203382,B,B,0.12745562279007788,0.8725443772099221,0.6881773662747346,2.6118226337252652
1125,1.0,0.6732813853421776,0.5057032922871235,0.66,0.21359581729702778,B,B,0.1275882319036779,0.872411768096322,0.6887733083126669,2.6112266916873335
1126,1.0,0.6896173160750687,0.5106462593642523,0.66,0.21349335075621292,B,B,0.12771902195382343,0.8722809780461765,0.689360557771869,2.610639442228131
1127,1.0,0.7051364502713153,0.5155397967706098,0.66,0.21339119462900313,B,B,0.12784801716803534,0.8721519828319647,0.6899392458035972,2.610060754196403
1128,1.0,0.7198796277577496,0.5203843988029037,0.66,0.21329225893198522,B,B,0.25026494256945625,0.7497350574305438,1.1014001198093843,2.1985998801906157
1129,-0.5,0.658885646369862,0.5101805548148746,0.66,0.21319748102357633,B,A,0.12743991503221327,0.8725600849677867,0.6881067409378667,2.611893259062133
1130,-0.5,0.6009413640513689,0.5000787492667258,0.65,0.21311040757330155,B,A,0.1271762473705967,0.8728237526294033,0.6869201252629245,2.6130798747370756
1131,-0.5,0.5458942958488004,0.49007796177405855,0.64,0.21303066094453416,B,A,0.1269131785759191,0.8730868214240809,0.6857341083583348,2.614265891641665
1132,-0.5,0.49359958105636037,0.48017718215631794,0.63,0.21295360078694317,B,A,0.1266507740844464,0.8733492259155535,0.6845489914457632,2.6154510085542366
1133,-0.5,0.4439196020035423,0.4703754103347548,0.63,0.21288400835486257,B,A,0.3696104207355494,0.6303895792644506,1.3830557629742286,1.9169442370257714
1134,-0.5,0.39672362190336513,0.4606716562314072,0.62,0.21282331040985408,B,A,0.12612821106299504,0.8738717889370049,0.6821826337022876,2.6178173662977122
1135,-0.5,0.35188744080819684,0.4510649396690931,0.61,0.21277078214772435,B,A,0.12586817463951472,0.8741318253604852,0.6810019660171005,2.6189980339828995
1136,-0.5,0.30929306876778695,0.4415542902724022,0.6,0.21272954437371638,B,A,0.16070053343007878,0.8392994665699212,0.8234875083151865,2.4765124916848134
1137,-0.5,0.26882841532939755,0.43213874736967817,0.59,0.21269209901282377,B,A,0.12535088377444892,0.8746491162255511,0.6786470395650588,2.6213529604349413
1138,-0.5,0.2303869945629277,0.4228173598959814,0.59,0.2126587142315854,B,A,0.1250937406130271,0.8749062593869729,0.6774733163319782,2.6225266836680214
1139,-0.5,0.1938676448347813,0.41358918629702157,0.59,0.21263005861267797,B,A,0.6159824934353484,0.38401750656465156,1.8862652009106062,1.4137347990893936
1140,1.0,0.23417426259304225,0.4194532944340514,0.6,0.21259577335398264,A,A,0.8714122901598083,0.12858770984019174,2.606751989583085,0.693248010416915
1141,1.0,0.27246554946339013,0.42525876148971087,0.61,0.21255624373665855,A,A,0.7427603071060922,0.25723969289390775,2.1801825418914675,1.1198174581085325
1142,1.0,0.30884227199022063,0.43100617387481377,0.62,0.21251056511502708,A,A,0.8717425543669766,0.12825744563302352,2.608227303258392,0.6917726967416077
1143,1.0,0.3434001583907096,0.43669611213606563,0.63,0.21246169503692489,A,A,0.871903821199655,0.12809617880034505,2.608948871198222,0.6910511288017783
1144,1.0,0.3762301504711741,0.442329151014705,0.64,0.21241015178824063,A,A,0.8720625662105524,0.12793743378944744,2.6096599128388887,0.6903400871611112
1145,1.0,0.4074186429476154,0.44790585950455797,0.64,0.21235709793587582,A,A,0.8722188300654128,0.1277811699345872,2.6103605766764146,0.6896394233235852
1146,1.0,0.4370477108002346,0.4534268009095124,0.65,0.2122965292729786,A,A,0.87237265293781,0.12762734706219012,2.6110510101443487,0.688948989855651
1147,1.0,0.46519532526022284,0.45889253290041726,0.66,0.21223134379095862,A,A,0.8725240745024774,0.12747592549752268,2.61173135955318,0.6882686404468201
1148,1.0,0.49193555899721164,0.4643036075714131,0.67,0.21216089479580671,A,A,0.6181006879530578,0.38189931204694205,1.890747188421558,1.4092528115784417
1149,1.0,0.5173387810473511,0.46966057149569895,0.67,0.21208741697573863,A,A,0.7480309276770747,0.2519690723229253,2.194068986589617,1.105931013410383
1150,1.0,0.5414718419949835,0.47496396578074196,0.68,0.21201451006371588,A,A,0.8746015467492549,0.12539845325074514,2.621136056949986,0.6788639430500142
1151,1.0,0.5643982498952343,0.4802143261229345,0.68,0.21193775230894557,A,A,0.8747421799387126,0.1252578200612873,2.621777508902853,0.6782224910971469
1152,1.0,0.5861783374004726,0.4854121828617052,0.69,0.2118610911559461,A,A,0.8748806263683683,0.12511937363163173,2.6224095896998025,0.6775904103001974
1153,-0.5,0.5318694205304489,0.4755580610330881,0.69,0.21178837626809285,B,A,0.26518530604127377,0.7348146939587262,1.140405249664731,2.159594750335269
1154,1.0,0.5552759495039266,0.48080248042275725,0.7,0.21170923889932752,A,A,0.8747578845844504,0.1252421154155496,2.6218491787633456,0.6781508212366543
1155,1.0,0.5775121520287303,0.48599445561852966,0.7,0.2116263757324862,A,A,0.8748960869542138,0.12510391304578627,2.6224802126061233,0.6775197873938766
1156,-0.5,0.5236365444272937,0.47613451106234433,0.7,0.21155513630106615,B,A,0.8750321428266598,0.12496785717334026,2.62310202935988,0.6768979706401198
1157,-0.5,0.47245471720592896,0.4663731659517209,0.7,0.21149251857892168,B,A,0.2647514763563984,0.7352485236436016,1.139291495708025,2.160708504291975
1158,1.0,0.4988319813456325,0.4717094342922037,0.71,0.211423541037197,A,A,0.8745139755251006,0.12548602447489934,2.6207369409432446,0.6792630590567555
1159,1.0,0.5238903822783508,0.47699233994928164,0.71,0.21135168303990426,A,A,0.8762056158947751,0.12379438410522493,2.6284893940763374,0.6715106059236626
1160,-0.5,0.47269586316443324,0.4672224165497888,0.7,0.2112892037510263,B,A,0.7067779518357103,0.2932220481642896,2.089893190024733,1.2101068099752674
1161,-0.5,0.4240610700062115,0.4575501923842909,0.69,0.2112313520415036,B,A,0.8760875381624244,0.12391246183757562,2.6279453259863916,0.6720546740136084
1162,1.0,0.4528580165059009,0.462974690460448,0.69,0.21117089416263654,A,A,0.8758311057632977,0.12416889423670228,2.6267652907778762,0.6732347092221238
1163,1.0,0.4802151156806058,0.4683449435558435,0.69,0.21110163571450372,A,A,0.8759752413797646,0.12402475862023535,2.6274283076526364,0.6725716923473637
1164,1.0,0.5062043598965755,0.4736614941202851,0.69,0.21103500940805134,A,A,0.8761171304933599,0.12388286950663994,2.6280816370855433,0.6719183629144565
1165,1.0,0.5308941419017468,0.4789248791790822,0.69,0.2109639778593903,A,A,0.8762568101058912,0.12374318989410872,2.6287254207091344,0.6712745792908659
1166,1.0,0.5543494348066594,0.4841356303872914,0.7,0.2108887867747632,A,A,0.876394316710091,0.12360568328990887,2.6293597988055466,0.6706402011944532
1167,1.0,0.5766319630663265,0.48929427408341847,0.71,0.21081082217473612,A,A,0.8765296862879279,0.12347031371207205,2.6299849102701236,0.6700150897298766
1168,1.0,0.5978003649130101,0.4944013313425843,0.71,0.21073052206866535,A,A,0.8766629543095771,0.12333704569042293,2.630600892578549,0.6693991074214508
1169,1.0,0.6179103466673597,0.49945731802915844,0.71,0.21064488939664358,A,A,0.8782574206235557,0.12174257937644421,2.638015465007295,0.6619845349927047
1170,1.0,0.6370148293339917,0.5044627448488669,0.71,0.2105541663277137,A,A,0.8783852685888791,0.12161473141112095,2.638613595607513,0.6613864043924869
1171,1.0,0.6551640878672921,0.5094181174003782,0.71,0.21046171483229126,A,A,0.8785111383397813,0.1214888616602187,2.639203000681407,0.6607969993185926
1172,1.0,0.6724058834739275,0.5143239362263744,0.71,0.2103702122079784,A,A,0.8428638627490674,0.15713613725093256,2.4898464538458347,0.8101535461541653
1173,-0.5,0.6137855893002311,0.5041806968641106,0.7,0.2102869296420718,B,A,0.800904702237938,0.199095297762062,2.345979186590888,0.9540208134091122
1174,1.0,0.6330963098352196,0.5091388898954695,0.7,0.21020140918983457,A,A,0.8785040642969657,0.12149593570303427,2.6391698614021872,0.6608301385978126
1175,1.0,0.6514414943434587,0.5140475009965149,0.7,0.2101139598520945,A,A,0.8786280981861998,0.12137190181380023,2.6397511555579385,0.6602488444420616
1176,1.0,0.6688694196262858,0.5189070259865497,0.71,0.21001957034763993,A,A,0.8787502177303269,0.12124978226967302,2.6403239783978383,0.6596760216021615
1177,-0.5,0.6104259486449715,0.5087179557266842,0.7,0.20993525062040616,B,A,0.8788704550545767,0.1211295449454233,2.64088845845399,0.65911154154601
1178,1.0,0.6299046512127229,0.5136307761694173,0.7,0.20984867687950293,A,A,0.8786175946918199,0.12138240530818015,2.6397019103050994,0.6602980896949004
1179,1.0,0.6484094186520868,0.5184944684077232,0.7,0.20975797026486404,A,A,0.8801242735642275,0.1198757264357726,2.6468037621659404,0.6531962378340594
1180,1.0,0.6659889477194825,0.5233095237236459,0.7,0.20966844817704983,A,A,0.8802434829651216,0.11975651703487843,2.6473689487881207,0.6526310512118791
1181,1.0,0.6826895003335084,0.5280764284864095,0.7,0.20957717317129904,A,A,0.8803608570044394,0.11963914299556058,2.6479259088267955,0.6520740911732046
1182,1.0,0.698555025316833,0.5327956642015453,0.7,0.2094766540313673,A,A,0.8804764265627981,0.11952357343720181,2.6484747678094975,0.6515252321905023
1183,1.0,0.7136272740509914,0.5374677075595299,0.71,0.2093727043542765,A,A,0.8805902220312912,0.11940977796870889,2.6490156496809654,0.6509843503190349
1184,1.0,0.7279459103484418,0.5420930304839345,0.71,0.20927105624286244,A,A,0.8807022733149538,0.11929772668504621,2.649548676796502,0.6504513232034979
1185,1.0,0.7415486148310197,0.5466721001790952,0.71,0.20916030767804702,A,A,0.8808126098365152,0.11918739016348466,2.6500739699172557,0.6499260300827445
1186,1.0,0.7544711840894688,0.5512053791773043,0.72,0.2090484753250698,A,A,0.8809212605404104,0.11907873945958948,2.650591648207287,0.6494083517927132
1187,1.0,0.7667476248849954,0.5556933253855313,0.72,0.2089397363806081,A,A,0.8810282538970303,0.11897174610296975,2.6511018292323314,0.6488981707676684
1188,-0.5,0.7034102436407456,0.545136392131676,0.71,0.2088354696658998,B,A,0.8811336179071884,0.11886638209281152,2.651604628960138,0.6483953710398617
1189,-0.5,0.6432397314587083,0.5346850282103592,0.71,0.20873626625892647,A,B,0.8821935395172816,0.11780646048271837,2.656684175986567,0.643315824013433
1190,1.0,0.6610777448857729,0.5393381779282557,0.71,0.2086368847372557,B,B,0.8819466328063315,0.11805336719366855,2.6554973802878883,0.6445026197121115
1191,-0.5,0.6030238576414841,0.528944796148973,0.71,0.20854422956194651,A,B,0.8820569299403355,0.11794307005966462,2.65602727470854,0.6439727252914602
1192,-0.5,0.5478726647594099,0.5186553481874833,0.7,0.2084634220130311,A,B,0.8818097507932452,0.11819024920675475,2.654840361571396,0.6451596384286037
1193,1.0,0.5704790315214394,0.5234687947056085,0.7,0.2083811559594124,B,B,0.7179478903360954,0.28205210966390465,2.117152575185693,1.1828474248143068
1194,1.0,0.5919550799453674,0.5282341067585524,0.71,0.2082909808128471,B,B,0.640080381837714,0.35991961816228596,1.9378565207261338,1.362143479273866
1195,-0.5,0.537357325948099,0.5179517656909669,0.71,0.20821236614292427,A,B,0.8817927408705233,0.11820725912947681,2.6547587618382575,0.6452412381617425
1196,-0.5,0.485489459650694,0.5077722480340572,0.7,0.2081441068186225,A,B,0.8815450921644647,0.11845490783553524,2.6535718954343746,0.6464281045656255
1197,-0.5,0.4362149866681593,0.4976945255537166,0.69,0.20808397738113507,A,B,0.8812970709107165,0.1187029290892835,2.6523853943915787,0.6476146056084211
1198,-0.5,0.38940423733475127,0.48771758029817947,0.68,0.2080288280553447,A,B,0.881048741027809,0.118951258972191,2.6511995641651076,0.6488004358348923
1199,1.0,0.41993402546801367,0.49284040449519767,0.68,0.20796770927144267,B,B,0.2523392295715887,0.7476607704284113,1.1069124858617247,2.193087514138275
1200,-0.5,0.37393732419461295,0.4829120004502457,0.67,0.20791552153391227,A,B,0.12912583160180624,0.8708741683981939,0.6956449346290169,2.6043550653709833
1201,-0.5,0.3302404579848823,0.4730828804457432,0.66,0.2078679679482653,A,B,0.12885971487726608,0.8711402851227339,0.6944606525154808,2.605539347484519
1202,1.0,0.3637284350856381,0.4783520516412858,0.66,0.20781676106547137,B,B,0.1285943805860087,0.8714056194139913,0.6932777758120434,2.6067222241879566
1203,1.0,0.3955420133313562,0.48356853112487297,0.67,0.20776325117555527,B,B,0.12873685084138997,0.87126314915861,0.6939131753445442,2.606086824655456
1204,1.0,0.42576491266478833,0.48873284581362425,0.67,0.20770571003671998,B,B,0.12887737149467682,0.8711226285053231,0.6945392931295581,2.605460706870442
1205,1.0,0.4544766670315489,0.49384551735548804,0.68,0.20764447857035986,B,B,0.12901596773995322,0.8709840322600467,0.6951562667994639,2.604843733200536
1206,1.0,0.4817528336799714,0.49890706218193315,0.68,0.20757836514335823,B,B,0.12915266463740147,0.8708473353625986,0.6957642325405475,2.6042357674594525
1207,1.0,0.5076651919959728,0.5039179915601137,0.68,0.20750385680804828,B,B,0.12928748710207594,0.8707125128979241,0.6963633250663421,2.603636674933658
1208,1.0,0.5322819323961742,0.5088788116445125,0.69,0.20742751090513087,B,B,0.20797886175833152,0.7920211382416685,0.9814241836089115,2.318575816391088
