t,reward,dopamine,serotonin,rolling_acc,W_mean,choice,truth,pA,pB,score_A,score_B
499,1.0,0.5102219331943093,0.6338110453463782,0.76,0.2542029293463931,A,A,0.9007901744010498,0.09920982559895014,2.7530176459635367,0.5469823540364634
500,-0.5,0.45971083653459377,0.6224729348929144,0.75,0.25411734814478987,B,A,0.9008582886359655,0.09914171136403449,2.753398854193679,0.5466011458063212
501,1.0,0.4867252947078641,0.6262482055439853,0.75,0.25402815858663164,A,A,0.6900218092524758,0.30997819074752425,2.050110631063538,1.2498893689364619
502,1.0,0.5123890299724708,0.6299857234885454,0.76,0.2539357061809771,A,A,0.9007186744703467,0.09928132552965332,2.7526177398131724,0.5473822601868278
503,1.0,0.5367695784738473,0.63368586625366,0.76,0.2538421920605272,A,A,0.8549916125018561,0.1450083874981439,2.53715003669344,0.7628499633065602
504,1.0,0.559931099550155,0.6373490075911233,0.76,0.2537460238938893,A,A,0.900855988771429,0.0991440112285709,2.7533859789668824,0.5466140210331175
505,-0.5,0.5069345445726472,0.6259755175152121,0.75,0.25365552971089156,B,A,0.6906787787450271,0.30932122125497286,2.051647281712363,1.248352718287637
506,1.0,0.5315878173440148,0.62971576234006,0.75,0.25356084500246096,A,A,0.9007136152103424,0.09928638478965751,2.7525894525830257,0.5474105474169745
507,1.0,0.5550084264768141,0.6334186047166595,0.75,0.2534614222389367,A,A,0.9007828554764206,0.09921714452357935,2.7529766987175046,0.5470233012824952
508,-0.5,0.5022580051529734,0.6220844186694928,0.74,0.25337279859792455,B,A,0.9008510772446793,0.09914892275532072,2.7533584838804703,0.5466415161195296
509,-0.5,0.45214510489532467,0.6108635744827979,0.73,0.2532931732937756,A,B,0.9018767589461593,0.0981232410538408,2.7591268147358656,0.5408731852641345
510,-0.5,0.4045378496505584,0.5997549387379699,0.72,0.2532250926523781,A,B,0.901668343282954,0.09833165671704604,2.7579503724415257,0.5420496275584742
511,-0.5,0.3593109571680304,0.5887573893505902,0.71,0.2531663592527141,A,B,0.901459091121511,0.09854090887848899,2.756771441207463,0.543228558792537
512,1.0,0.39134540930962886,0.5928698154570843,0.71,0.2530988279725016,B,B,0.9012490605753363,0.09875093942466383,2.7555903646720092,0.5444096353279909
513,-0.5,0.3467781388441474,0.5819411173025134,0.7,0.2530407511872102,A,B,0.8004606373316584,0.1995393626683416,2.3445879175747244,0.9554120824252754
514,-0.5,0.30443923190193994,0.5711217061294883,0.69,0.2529885098294249,A,B,0.9011174467865262,0.09888255321347375,2.754851392998993,0.5451486070010074
515,-0.5,0.2642172703068429,0.5604104890681935,0.68,0.25294248450888424,A,B,0.9009062750211607,0.09909372497883931,2.7536675548374445,0.5463324451625557
516,-0.5,0.22600640679150072,0.5498063841775115,0.67,0.252906595278323,A,B,0.9006944766274293,0.09930552337257068,2.752482456934149,0.5475175430658513
517,-0.5,0.1897060864519257,0.5393083203357364,0.66,0.2528778273445279,A,B,0.9004821089581366,0.0995178910418634,2.751296429527116,0.5487035704728839
518,1.0,0.2302207821293294,0.543915237132379,0.67,0.2528387298291819,B,B,0.6896190096033014,0.31038099039669864,2.04916937047231,1.2508306295276899
519,-0.5,0.19370974302286292,0.5334760847610552,0.67,0.2528073169494033,B,A,0.15004720506515978,0.8499527949348402,0.7828845662257096,2.5171154337742907
520,-0.5,0.15902425587171978,0.5231413239134447,0.67,0.2527799934173921,B,A,0.14974473677074723,0.8502552632292528,0.7816977377615068,2.5183022622384934
521,-0.5,0.1260730430781338,0.5129099106743102,0.67,0.2527589821721015,B,A,0.1494427443751086,0.8505572556248914,0.7805108045888114,2.5194891954111887
522,1.0,0.1697693909242271,0.5177808115675672,0.68,0.2527319360584982,A,A,0.28960256801402634,0.7103974319859736,1.2013424755685882,2.0986575244314114
523,-0.5,0.13628092137801576,0.5076030034518915,0.68,0.25270918764852723,B,A,0.1492851170031474,0.8507148829968526,0.7798904897852611,2.520109510214739
524,-0.5,0.10446687530911497,0.4975269734173725,0.68,0.2526914604667215,B,A,0.14898400089943997,0.8510159991005601,0.7787039974582644,2.5212960025417357
525,-0.5,0.0742435315436592,0.4875517036831988,0.68,0.25267867032439445,B,A,0.14868355711049128,0.8513164428895088,0.7775181810053062,2.522481818994694
526,-0.5,0.045531354966476235,0.4776761866463668,0.68,0.2526705117958153,B,A,0.14838386014050212,0.8516161398594979,0.7763333402114527,2.5236666597885473
527,-0.5,0.01825478721815242,0.4678994247799031,0.68,0.25266738507480097,B,A,0.1480849825344688,0.8519150174655312,0.7751497690945093,2.524850230905491
528,-0.5,-0.007657952142755203,0.45822043053210404,0.68,0.25266866019126716,B,A,0.14778699484885696,0.852213005151143,0.7739677557316522,2.5260322442683476
529,-0.5,-0.032275054535617444,0.448638226226783,0.67,0.25267417238999246,A,B,0.8942047525449962,0.1057952474550038,2.717214590156188,0.5827854098438121
530,-0.5,-0.05566130180883657,0.4391518439645152,0.66,0.2526838056266315,A,B,0.8939816506719213,0.10601834932807876,2.7160365319939626,0.5839634680060377
531,-0.5,-0.07787823671839475,0.42976032552487003,0.65,0.25269687804550106,A,B,0.8937585871187329,0.10624141288126701,2.7148608586648373,0.5851391413351628
532,-0.5,-0.09898432488247502,0.42046272226962134,0.64,0.25271393446799384,A,B,0.8446359541048366,0.1553640458951634,2.4965673323564515,0.8034326676435486
533,-0.5,-0.11903510863835126,0.4112580950469251,0.63,0.25273352152143475,A,B,0.7852059090501706,0.2147940909498293,2.2981330675986715,1.001866932401328
534,-0.5,-0.1380833532064337,0.4021455140964559,0.62,0.2527563028204234,A,B,0.8930901419080963,0.1069098580919037,2.711350743452088,0.5886492565479124
535,-0.5,-0.156179185546112,0.3931240589554913,0.61,0.25278409717318484,A,B,0.8928677426255546,0.10713225737444539,2.710187171968049,0.5898128280319512
536,-0.5,-0.17337022626880638,0.3841928183659364,0.6,0.2528148491704372,A,B,0.8926456325256319,0.10735436747436816,2.7090272330529386,0.5909727669470617
537,-0.5,-0.18970171495536606,0.375350890182277,0.6,0.25284648663660964,A,B,0.8924238589129599,0.10757614108703999,2.707871155920541,0.5921288440794592
538,-0.5,-0.20521662920759773,0.3665973812804542,0.59,0.2528816435273959,A,B,0.8922024680833996,0.10779753191660026,2.706719162894597,0.5932808371054028
539,1.0,-0.14495579774721784,0.3729314074676497,0.59,0.2529053610423044,B,B,0.2955267257477741,0.704473274252226,1.2156544401835352,2.084345559816464
540,1.0,-0.08770800785985693,0.37920209339297317,0.59,0.2529199911880756,B,B,0.15211102610935873,0.8478889738906413,0.7909304944670238,2.509069505532976
541,-0.5,-0.10832260746686409,0.37041007245904345,0.58,0.2529394101689419,A,B,0.776951946515048,0.22304805348495202,2.2739956344161736,1.0260043655838262
542,-0.5,-0.12790647709352088,0.361705971734453,0.57,0.25296194840370134,A,B,0.29573527856364173,0.7042647214363583,1.2161552073751192,2.0838447926248804
543,1.0,-0.07151115323884483,0.36808891201710847,0.57,0.25297422399258174,B,B,0.15173079197560263,0.8482692080243974,0.7894548987283628,2.5105451012716373
544,1.0,-0.01793559557690258,0.3744080228969374,0.57,0.25297729657090584,B,B,0.15194727100925295,0.848052728990747,0.7902953725674022,2.509704627432598
545,1.0,0.03296118420194255,0.38066394266796805,0.57,0.25297141040654825,B,B,0.1521608763575275,0.8478391236424725,0.791123726559778,2.508876273440222
546,-0.5,0.006313124991845422,0.37185730324128835,0.56,0.25297031401995856,A,B,0.43111999001865114,0.5688800099813489,1.5113584586761142,1.7886415413238856
547,-0.5,-0.01900253125774685,0.36313873020887544,0.55,0.252973505490089,A,B,0.21921074747129474,0.7807892525287051,1.014864156997109,2.285135843002891
548,1.0,0.03194759530514049,0.36950734290678666,0.55,0.2529678408573062,B,B,0.1517794462450813,0.8482205537549188,0.7896438833068854,2.5103561166931145
549,1.0,0.08035021553988347,0.3758122694777188,0.56,0.252953953305373,B,B,0.14858929677987368,0.8514107032201264,0.7771457390016173,2.5228542609983826
550,1.0,0.1263327047628893,0.3820541467829416,0.56,0.2529324695165644,B,B,0.14879832870184545,0.8512016712981545,0.7779714042234237,2.5220285957765762
551,1.0,0.17001606952474482,0.3882336053151122,0.56,0.25290457171409936,B,B,0.14900457752241628,0.8509954224775836,0.7787851387669354,2.5212148612330645
552,1.0,0.21151526604850757,0.39435126926196107,0.56,0.25286933244107856,B,B,0.1492080722260515,0.8507919277739484,0.7795870971118244,2.520412902888175
553,1.0,0.2509395027460822,0.40040775656934147,0.56,0.2528275837095975,B,B,0.2401734414332662,0.7598265585667339,1.074135570077349,2.225864429922651
554,1.0,0.28839252760877804,0.40640367900364804,0.57,0.2527788833034403,B,B,0.14960691645042679,0.8503930835495733,0.7811563018037638,2.5188436981962363
555,1.0,0.3239729012283391,0.4123396422136116,0.57,0.2527258692148582,B,B,0.2407383084897123,0.7592616915102877,1.0756819920310843,2.2243180079689155
556,1.0,0.3577742561669221,0.4182162457914755,0.57,0.2526664061356447,B,B,0.1499950976863457,0.8500049023136542,0.7826802472877982,2.5173197527122015
557,-0.5,0.31488554335857594,0.4090340833335607,0.56,0.2526139508504626,A,B,0.1501852642249708,0.8498147357750292,0.7834256295054324,2.516574370494568
558,1.0,0.3491412661906471,0.41494374250022514,0.56,0.2525512823238467,B,B,0.1498878327527126,0.8501121672472873,0.7822594652369533,2.5177405347630466
559,1.0,0.3816842028811147,0.4207943050752229,0.56,0.25248270812843354,B,B,0.1469723168260769,0.8530276831739232,0.770726123635639,2.529273876364361
560,1.0,0.41259999273705894,0.4265863620244707,0.56,0.25240871709134893,B,B,0.1471581054764485,0.8528418945235515,0.771466689098706,2.528533310901294
561,1.0,0.44196999310020596,0.432320498404226,0.56,0.2523320020654645,B,B,0.1473413768771858,0.8526586231228142,0.7721964630400171,2.5278035369599827
562,1.0,0.46987149344519563,0.43799729342018373,0.56,0.2522484381333445,B,B,0.1475221605339543,0.8524778394660456,0.7729155956722196,2.5270844043277805
563,1.0,0.4963779187729358,0.4436173204859819,0.56,0.25215872894091035,B,B,0.42020114746110976,0.5797988525388903,1.4890261408675691,1.810973859132431
564,1.0,0.521559022834289,0.4491811472811221,0.56,0.2520665433159422,B,B,0.14787638275839435,0.8521236172416057,0.7743225330753979,2.525677466924602
565,1.0,0.5454810716925745,0.45468933580831083,0.56,0.25197026198381045,B,B,0.14804988038747685,0.8519501196125232,0.7750106332838662,2.5249893667161336
566,1.0,0.5682070181079458,0.46014244245022773,0.56,0.2518731512436806,B,B,0.14822100835167346,0.8517789916483265,0.7756886829343594,2.5243113170656404
567,1.0,0.5897966672025485,0.46554101802572545,0.56,0.25177373188397595,B,B,0.14838979607542174,0.8516102039245783,0.7763568268797132,2.523643173120287
568,1.0,0.6103068338424211,0.4708856078454682,0.56,0.251663818837372,B,B,0.14855627290549311,0.8514437270945069,0.7770152087312056,2.5229847912687946
569,1.0,0.6297914921503001,0.4761767517670135,0.56,0.2515526521295242,B,B,0.14586860459016718,0.8541313954098327,0.7663106035928797,2.5336893964071203
570,1.0,0.6483019175427851,0.48141498424934337,0.56,0.2514368891749983,B,B,0.14602797456266775,0.8539720254373323,0.7669498868974252,2.5330501131025747
571,-0.5,0.5908868216656458,0.4716008344068499,0.55,0.2513329526563851,A,B,0.14618515750599234,0.8538148424940076,0.76757983105081,2.53242016894919
572,-0.5,0.5363424805823634,0.4618848260627814,0.54,0.2512428239330444,A,B,0.23430015781971975,0.7656998421802803,1.057906388542919,2.242093611457081
573,1.0,0.5595253565532453,0.4672659778021536,0.54,0.2511474916090734,B,B,0.14559613208775846,0.8544038679122415,0.7652162874159321,2.534783712584068
574,1.0,0.5815490887255831,0.47259331802413207,0.54,0.2510458236963848,B,B,0.14575923678264674,0.8542407632173533,0.7658715595884844,2.5341284404115156
575,1.0,0.602471634289304,0.47786738484389074,0.55,0.2509382040616873,B,B,0.2839599516493961,0.716040048350604,1.187548557025795,2.1124514429742045
576,1.0,0.6223480525748387,0.48308871099545186,0.55,0.25082731494734456,B,B,0.14607876994770547,0.8539212300522946,0.7671535216738037,2.532846478326196
577,-0.5,0.5662306499460967,0.47325782388549736,0.54,0.2507249327589375,A,B,0.4164770409515209,0.5835229590484791,1.4813737691211764,1.8186262308788237
578,1.0,0.5879191174487919,0.4785252456466424,0.54,0.2506202753337285,B,B,0.14594013018916613,0.8540598698108338,0.7665975869570354,2.533402413042965
579,1.0,0.6085231615763523,0.48373999319017597,0.54,0.25051613098634434,B,B,0.14349221849775534,0.8565077815022447,0.7567087021383866,2.5432912978616136
580,1.0,0.6280970034975347,0.48890259325827423,0.54,0.2504086436656093,B,B,0.14364611485465703,0.8563538851453429,0.7573345156063555,2.5426654843936447
581,-0.5,0.5716921533226579,0.4790135673256915,0.53,0.2503124016750973,A,B,0.2799650022966942,0.7200349977033058,1.1776823924047857,2.122317607595215
582,-0.5,0.518107545656525,0.4692234316524346,0.53,0.25022366520822853,A,B,0.32709565393139,0.6729043460686099,1.2893247294511108,2.010675270548889
583,1.0,0.5422021683736987,0.47453119733591026,0.53,0.2501309836779941,B,B,0.14321627461792405,0.8567837253820759,0.7555851866671993,2.544414813332801
584,-0.5,0.4900920599550137,0.46478588536255117,0.52,0.2500475568364389,A,B,0.1433739561142128,0.8566260438857872,0.7562274130536052,2.5437725869463947
585,1.0,0.515587456957263,0.47013802650892567,0.52,0.2499563195418043,B,B,0.4094824631901503,0.5905175368098496,1.466947372004337,1.8330526279956634
586,1.0,0.5398080841093998,0.4754366462438364,0.52,0.24986580194329772,B,B,0.1432434872633807,0.8567565127366192,0.7556960640143483,2.544303935985652
587,1.0,0.5628176799039298,0.48068227978139805,0.52,0.2497723650423055,B,B,0.4101068137337649,0.5898931862662351,1.4682380833935764,1.8317619166064238
588,1.0,0.5846767959087333,0.4858754569835841,0.52,0.24967796287145566,B,B,0.14355594672908004,0.8564440532709199,0.7569679182194631,2.543032081780537
589,1.0,0.6054429561132967,0.49101670241374823,0.52,0.2495780525552808,B,B,0.5538920600090784,0.44610793999092163,1.7582044447899652,1.5417955552100349
590,1.0,0.6251708083076318,0.49610653538961075,0.53,0.24947401033462016,B,B,0.2756540403803052,0.7243459596196947,1.1669387397710511,2.133061260228949
591,1.0,0.6439122678922502,0.5011454700357146,0.54,0.2493670743288787,B,B,0.4058087587253622,0.5941912412746377,1.4593403942261707,1.8406596057738294
592,1.0,0.6617166544976377,0.5061340153353575,0.55,0.24925917634600406,B,B,0.1417585242616991,0.8582414757383009,0.7496197882696306,2.5503802117303693
593,1.0,0.6786308217727558,0.5110726751820039,0.56,0.24915201153006628,B,B,0.14190129539832966,0.8580987046016704,0.7502062899384989,2.549793710061501
594,1.0,0.694699280684118,0.515961948430184,0.57,0.2490467101884587,B,B,0.14204210257366648,0.8579578974263335,0.7507842414835407,2.549215758516459
595,1.0,0.7099643166499121,0.5208023289458821,0.57,0.2489358946309449,B,B,0.1421809722490956,0.8578190277509045,0.751353772380616,2.548646227619384
596,1.0,0.7244661008174165,0.5255943056564233,0.57,0.24881802956143373,B,B,0.1423179306794703,0.8576820693205297,0.7519150105488437,2.548084989451156
597,1.0,0.7382427957765456,0.5303383625998591,0.58,0.24870179186420524,B,B,0.1424530039051725,0.8575469960948274,0.7524680823385924,2.5475319176614075
598,1.0,0.7513306559877183,0.5350349789738605,0.59,0.24857987488696123,B,B,0.14258621774481528,0.8574137822551846,0.7530131125216983,2.5469868874783015
599,1.0,0.7637641231883324,0.539684629184122,0.59,0.24845437471816614,B,B,0.14050134090776856,0.8594986590922314,0.7444338839181107,2.555566116081889
600,1.0,0.7755759170289158,0.5442877828922807,0.6,0.2483358788916569,B,B,0.1406292304665467,0.8593707695334534,0.7449631988528728,2.555036801147127
601,1.0,0.78679712117747,0.5488449050633579,0.6,0.2482102854050119,B,B,0.1407553604388844,0.8592446395611156,0.7454848369582363,2.5545151630417635
602,-0.5,0.7224572651185964,0.5383564560127243,0.59,0.24809532920157698,A,B,0.22607397723684258,0.7739260227631574,1.034692993710222,2.2653070062897784
603,1.0,0.7363344018626666,0.5429728914525971,0.59,0.2479802749066372,B,B,0.1405927484643592,0.8594072515356408,0.7448122465957153,2.555187753404285
604,1.0,0.7495176817695333,0.5475431625380711,0.59,0.24786511011099746,B,B,0.20239612108264465,0.7976038789173554,0.9643073453730105,2.3356926546269894
605,1.0,0.7620417976810566,0.5520677309126905,0.6,0.24774570900530357,B,B,0.14084427017033194,0.859155729829668,0.7458523077866475,2.554147692213353
606,1.0,0.7739397077970038,0.5565470536035636,0.6,0.24762661200483393,B,B,0.14096744226918184,0.8590325577308182,0.7463610673292331,2.5536389326707667
607,1.0,0.7852427224071536,0.560981583067528,0.6,0.24749950300292733,B,B,0.1410889207481212,0.8589110792518787,0.7468624675852894,2.5531375324147105
608,1.0,0.795980586286796,0.5653717672368527,0.61,0.24736887381425485,B,B,0.27477703877013615,0.725222961229864,1.1647404302003643,2.1352595697996355
609,1.0,0.8061815569724562,0.5697180495644841,0.62,0.24723699209626313,B,B,0.1392725543627288,0.8607274456372711,0.7393274686283908,2.560672531371609
610,1.0,0.8158724791238334,0.5740208690688393,0.63,0.24710707591313735,B,B,0.13938767500493202,0.860612324995068,0.7398074690594832,2.5601925309405167
611,-0.5,0.7500788551676417,0.5632806603781509,0.63,0.24698239849378462,A,B,0.2715451969589714,0.7284548030410285,1.1566015071182507,2.143398492881749
612,-0.5,0.6875749124092596,0.5526478537743694,0.62,0.24686814170647883,A,B,0.13921701242149254,0.8607829875785075,0.7390957651964097,2.56090423480359
613,-0.5,0.6281961667887965,0.5421213752366257,0.62,0.24676421735549545,A,B,0.3990736496072739,0.600926350392726,1.4453368017078116,1.8546631982921884
614,-0.5,0.5717863584493567,0.5317001614842595,0.62,0.24666828524567386,A,B,0.39850470758692813,0.6014952924130719,1.444150301227821,1.8558496987721793
615,-0.5,0.5181970405268888,0.5213831598694169,0.62,0.2465828004898041,A,B,0.26967247571997244,0.7303275242800276,1.1518575364223884,2.1481424635776114
616,-0.5,0.4672871885005443,0.5111693282707227,0.62,0.24650556645550495,A,B,0.13808339966799635,0.8619166003320036,0.7343496667031609,2.565650333296839
617,1.0,0.49392282907551704,0.5160576349880155,0.63,0.24642414756630254,B,B,0.1378011788259967,0.8621988211740034,0.733163009038283,2.566836990961717
618,-0.5,0.44422668762174117,0.5058970586381353,0.62,0.24635110342043495,A,B,0.26896239084806134,0.7310376091519386,1.1500533257595174,2.149946674240483
619,1.0,0.4720153532406541,0.5108380880517539,0.63,0.24627166315804144,B,B,0.39206522740317146,0.6079347725968286,1.4306803140434163,1.8693196859565835
620,1.0,0.49841458557862134,0.5157297071712363,0.64,0.24618920562228508,B,B,0.13590834296376875,0.8640916570362314,0.7251509310122451,2.5748490689877546
621,1.0,0.5234938562996903,0.5205724100995239,0.65,0.24610279968845067,B,B,0.26543431270681006,0.73456568729319,1.1410439886921078,2.1589560113078923
622,1.0,0.5473191634847058,0.5253666859985286,0.65,0.24601649053589858,B,B,0.26565338286813533,0.7343466171318646,1.1416056197736073,2.1583943802263925
623,1.0,0.5699532053104706,0.5301130191385434,0.66,0.2459267135814014,B,B,0.1363045969976721,0.8636954030023279,0.7268359506822256,2.5731640493177745
624,1.0,0.591455545044947,0.5348118889471579,0.67,0.24583088587575355,B,B,0.13643306572810968,0.8635669342718902,0.7273813618647873,2.5726186381352125
625,-0.5,0.5368827677926996,0.5244637700576863,0.67,0.24574272144524034,A,B,0.3936615441533222,0.6063384558466777,1.4340265884866876,1.8659734115133126
626,-0.5,0.48503862940306464,0.5142191323571095,0.67,0.24566310844030007,A,B,0.136280102667515,0.8637198973324851,0.7267319114048456,2.5732680885951544
627,1.0,0.5107866979329114,0.5190769410335384,0.68,0.2455804313778002,B,B,0.13600095984986413,0.8639990401501358,0.7255451427823202,2.57445485721768
628,1.0,0.5352473630362659,0.5238861716232031,0.69,0.24549204195318128,B,B,0.39279804253213485,0.6072019574678652,1.4322170716300175,1.8677829283699827
629,1.0,0.5584849948844526,0.5286473099069711,0.7,0.2453957213080423,B,B,0.13451303208558577,0.8654869679144142,0.7191843849830397,2.5808156150169603
630,1.0,0.5805607451402299,0.5333608368079014,0.71,0.2452960441813557,B,B,0.1346406534989823,0.8653593465010178,0.7197322767006111,2.5802677232993894
631,1.0,0.6015327078832184,0.5380272284398223,0.72,0.24519457785119383,B,B,0.13476652025217267,0.8652334797478274,0.7202722061272324,2.5797277938727676
632,-0.5,0.5464560724890575,0.5276469561554241,0.72,0.24510146073654582,A,B,0.13489065650793505,0.865109343492065,0.7208042954264275,2.5791957045735727
633,1.0,0.5691332688646046,0.5323704865938699,0.73,0.245006595589841,B,B,0.1346138794079351,0.865386120592065,0.7196173691660543,2.580382630833946
634,-0.5,0.5156766054213743,0.5220467817279312,0.73,0.2449245181728995,A,B,0.2629071816967349,0.7370928183032651,1.1345436118058645,2.1654563881941353
635,1.0,0.5398927751503055,0.5268263139106518,0.74,0.2448359938638962,B,B,0.13446359817385464,0.8655364018261454,0.7189720422034018,2.581027957796598
636,1.0,0.5628981363927903,0.5315580507715453,0.75,0.24474533183339572,B,B,0.21616200002037736,0.7838379999796227,1.0059128801745492,2.294087119825451
637,1.0,0.5847532295731508,0.5362424702638299,0.76,0.24465084437440096,B,B,0.1347184363120234,0.8652815636879765,0.7200659911797183,2.579934008820282
638,1.0,0.6055155680944933,0.5408800455611916,0.77,0.24454751457752547,B,B,0.13484323364523168,0.8651567663547682,0.7206010740685065,2.5793989259314936
639,-0.5,0.5502397896897685,0.5304712451055797,0.76,0.24445523966225519,B,A,0.13333258529522976,0.8666674147047703,0.7140956748381889,2.585904325161811
640,-0.5,0.49772780020528007,0.520166532654524,0.75,0.24437470490708543,B,A,0.1330585214890655,0.8669414785109344,0.7129087834863943,2.5870912165136057
641,-0.5,0.447841410195016,0.5099648673279787,0.75,0.24430335289798538,B,A,0.13278493162973087,0.8672150683702692,0.7117218787691328,2.588278121230867
642,-0.5,0.40044933968526514,0.4998652186546989,0.75,0.2442394043093269,B,A,0.13251188697876798,0.867488113021232,0.7105352726458297,2.58946472735417
643,1.0,0.43042687270100183,0.5048665664681519,0.75,0.2441651965181497,A,A,0.1322394570744923,0.8677605429255076,0.7093492717510381,2.5906507282489617
644,-0.5,0.3839055290659517,0.4948179008034703,0.74,0.2440980366541426,B,A,0.1323746255138074,0.8676253744861926,0.7099379748279996,2.590062025172
645,1.0,0.4147102526126541,0.49986972179543565,0.74,0.2440258525891211,A,A,0.1321025309307919,0.8678974690692081,0.7087523930286083,2.5912476069713914
646,-0.5,0.36897473998202135,0.4898710245774813,0.74,0.2439619352313307,B,A,0.25840032983232686,0.7415996701676731,1.1228502394273505,2.1771497605726493
647,-0.5,0.3255260029829202,0.47997231433170645,0.74,0.24390790321211042,B,A,0.13196783130896386,0.868032168691036,0.708164708001883,2.591835291998117
648,1.0,0.35924970283377416,0.4851725911883894,0.74,0.24384924668210475,A,A,0.13169683209857083,0.8683031679014291,0.7069808145418394,2.593019185458161
649,-0.5,0.3162872176920854,0.4753208652765055,0.73,0.24379760201186093,A,B,0.8906010964149255,0.10939890358507463,2.6984478780601933,0.6015521219398069
650,-0.5,0.27547285680748107,0.46556765662374044,0.72,0.2437515449015842,A,B,0.8201720973347308,0.17982790266526913,2.408756947900788,0.8912430520992121
651,-0.5,0.236699213967107,0.45591198005750305,0.71,0.24371200137570248,A,B,0.890139431740262,0.10986056825973796,2.6960830574251125,0.6039169425748876
652,-0.5,0.19986425326875165,0.446352860256928,0.7,0.24367871472604166,A,B,0.7782545189510226,0.22174548104897754,2.2777616867306936,1.0222383132693063
653,-0.5,0.16487104060531407,0.4368893316543587,0.69,0.24365090386902954,A,B,0.8896775559415482,0.11032244405845183,2.6937258564409596,0.6062741435590406
654,-0.5,0.13162748857504836,0.4275204383378151,0.68,0.24362996816447108,A,B,0.8894466767181477,0.11055332328185236,2.6925507948163414,0.6074492051836587
655,-0.5,0.10004611414629594,0.41824523395443697,0.67,0.24361502040236183,A,B,0.8382296032638384,0.16177039673616161,2.472557013359815,0.8274429866401847
656,-0.5,0.07004380843898114,0.40906278161489257,0.66,0.2436036930770664,A,B,0.888985303603699,0.11101469639630093,2.690209055741468,0.6097909442585318
657,-0.5,0.04154161801703208,0.3999721537987436,0.66,0.24359718616879544,A,B,0.6595004235913687,0.34049957640863127,1.9805343664437864,1.3194656335562134
658,-0.5,0.014464537116180474,0.3909724322607562,0.65,0.24359488691244247,A,B,0.8885247906187372,0.11147520938126276,2.6878801600333704,0.6121198399666299
659,1.0,0.06374131026037146,0.39706270793814863,0.65,0.24358476330500123,B,B,0.38923191864720086,0.6107680813527991,1.4247290214999904,1.8752709785000097
660,1.0,0.11055424474735288,0.40309208085876713,0.65,0.24356797383445983,B,B,0.3896053141938204,0.6103946858061796,1.4255142189775607,1.8744857810224393
661,1.0,0.15502653250998524,0.40906116005017945,0.65,0.2435451275216464,B,B,0.13447280954000165,0.8655271904599985,0.7190116145149439,2.580988385485056
662,1.0,0.197275205884486,0.4149705484496777,0.65,0.24351543916069052,B,B,0.13465041508541187,0.8653495849145881,0.7197741661271706,2.5802258338728294
663,1.0,0.23741144559026167,0.4208208429651809,0.65,0.24347832485918774,B,B,0.1348256305155596,0.8651743694844404,0.7205256239622277,2.5794743760377723
664,1.0,0.27554087331074856,0.4266126345355291,0.65,0.24343305373028817,B,B,0.13499848289723246,0.8650015171027675,0.7212661398853171,2.578733860114683
665,1.0,0.3117638296452111,0.43234650819017384,0.65,0.24338431714174902,B,B,0.1351689993793765,0.8648310006206235,0.7219958649734888,2.5780041350265113
666,1.0,0.3461756381629505,0.4380230431082721,0.65,0.2433309299476285,B,B,0.26460762304456703,0.735392376955433,1.1389219289962942,2.161078071003706
667,1.0,0.37886685625480293,0.4436428126771894,0.65,0.24327325699768831,B,B,0.13550313350424492,0.8644968664957551,0.7234235425358007,2.576576457464199
668,1.0,0.40992351344206274,0.4492063845504175,0.65,0.24320635692212644,B,B,0.39240749433343564,0.6075925056665644,1.4313981949466676,1.8686018050533324
669,1.0,0.43942733776995957,0.45471432070491336,0.65,0.24313372807716366,B,B,0.13417898498502454,0.8658210150149754,0.7177482052244999,2.5822517947755
670,1.0,0.46745597088146157,0.46016717749786423,0.65,0.24306045950315847,B,B,0.17198396403873198,0.8280160359612679,0.8641843594166976,2.4358156405833027
671,1.0,0.49408317233738847,0.4655655057228856,0.66,0.2429841975957359,B,B,0.1936579515187764,0.8063420484812236,0.9367927180777424,2.3632072819222576
672,1.0,0.5193790137205191,0.4709098506656567,0.67,0.24290649016120452,B,B,0.13464540016887866,0.8653545998311213,0.7197526461772488,2.5802473538227515
673,1.0,0.5434100630344931,0.47620075215900015,0.67,0.24282024668465235,B,B,0.13479664404319366,0.8652033559568063,0.7204013647264502,2.57959863527355
674,1.0,0.5662395598827685,0.48143874463741015,0.67,0.24272847435479938,B,B,0.13494581842833803,0.8650541815716619,0.7210406051386906,2.578959394861309
675,1.0,0.5879275818886301,0.4866243571910361,0.67,0.2426297119670099,B,B,0.1350929498294137,0.8649070501705862,0.7216705070331255,2.5783294929668745
676,1.0,0.6085312027941987,0.49175811361912575,0.67,0.24253080977217437,B,B,0.13523806462696997,0.86476193537303,0.7222912086258724,2.5777087913741275
677,1.0,0.6281046426544887,0.49684053248293447,0.68,0.24243042521738584,B,B,0.13538118906420998,0.86461881093579,0.7229028466987865,2.5770971533012137
678,1.0,0.6466994105217643,0.5018721271581051,0.68,0.24232105388404535,B,B,0.13552234923503748,0.8644776507649624,0.7235055565715112,2.576494443428489
679,1.0,0.6643644399956761,0.506853405886524,0.68,0.2422106154854123,B,B,0.13410433919866724,0.8658956608013328,0.7174268652277502,2.5825731347722494
680,1.0,0.6811462179958923,0.5117848718276589,0.68,0.2420969794923342,B,B,0.13424031711174741,0.8657596828882527,0.7180121186888714,2.5819878813111288
